rpt_month,rpt_day,occur_month,occur_day,occur_time,location,victims,day_of_week,crime,neighborhood
7,18,7,18,19,15TH ST NE,1,Tue,LARCENY-FROM VEHICLE,Ansley Park
7,18,7,18,20,HOWELL MILL RD NW,1,Tue,LARCENY-FROM VEHICLE,Underwood Hills
7,18,7,18,19,ELMIRA PL NE,1,Tue,LARCENY-FROM VEHICLE,Candler Park
7,18,7,18,21,GERTRUDE PL NW,1,Tue,AGG ASSAULT,Grove Park
7,18,7,18,20,10TH ST NE @BELTLINE BUSINESS,2,Tue,LARCENY-FROM VEHICLE,
7,18,7,18,21,WOODS DR NW,2,Tue,AGG ASSAULT,Center Hill
7,18,7,18,21,EDWARDS DR NW,1,Tue,BURGLARY-RESIDENCE,Riverside
7,18,7,18,10,ANDREW YOUNG INTERNA BLVD NW,2,Tue,LARCENY-FROM VEHICLE,Downtown
7,18,7,17,10,LANDRUM DR SW,1,Tue,AUTO THEFT,Southwest
7,18,7,18,5,SIDNEY MARCUS,1,Tue,AUTO THEFT,Lindbergh/Morosgo
7,18,7,18,21,GERTRUDE PL NW,1,Tue,AGG ASSAULT,Grove Park
7,18,7,18,21,BOULEVARD SE,3,Wed,AUTO THEFT,Cabbagetown
7,17,7,16,1,COURTENAY DR. NE,1,Sun,AUTO THEFT,Morningside/Lenox Park
7,17,7,17,14,CARNEGIE WAY NW @CENTRAL LIBRARY,1,Mon,AGG ASSAULT,Downtown
7,17,7,17,4,MEMORIAL DR SE,1,Mon,LARCENY-NON VEHICLE,Grant Park
7,17,7,17,14,HAYGOOD AVE SE,1,Mon,AGG ASSAULT,Peoplestown
7,17,6,29,9,METROPOLITAN PKWY SW,1,Fri,LARCENY-FROM VEHICLE,Hammond Park
7,17,7,17,12,W PEACHTREE ST NW,1,Mon,LARCENY-FROM VEHICLE,Downtown
7,17,7,17,14,JOSEPH E LOWERY BLVD NW,1,Mon,BURGLARY-RESIDENCE,English Avenue
7,17,7,17,12,ATLANTIC DRIVE,1,Mon,AUTO THEFT,Atlantic Station
7,17,7,17,13,PRINCETON LAKES PKWY SW,1,Mon,LARCENY-FROM VEHICLE,Princeton Lakes
7,17,7,12,14,MARTIN L KING JR DR NW,1,Wed,LARCENY-NON VEHICLE,Vine City
7,17,7,17,14,GREYSTONE RD NW,1,Mon,LARCENY-FROM VEHICLE,Collier Hills
7,17,7,17,14,HOWELL MILL RD NW,1,Mon,ROBBERY-PEDESTRIAN,Berkeley Park
7,17,7,17,15,CAMPBELLTON RD SW,1,Mon,LARCENY-FROM VEHICLE,Arlington Estates
7,17,7,17,16,W LAKE CT,1,Mon,AGG ASSAULT,West Lake
7,17,7,14,0,LENOX RD NE @TERRACE GARDEN INN,5,Unk,LARCENY-NON VEHICLE,Lenox
7,17,7,17,15,JAMES JACKSON PKWY NW,1,Mon,LARCENY-NON VEHICLE,Riverside
7,17,7,17,16,HOWELL MILL RD NW,1,Mon,LARCENY-FROM VEHICLE,Channing Valley
7,17,7,17,16,FARRINGTON AVE SE,1,Mon,BURGLARY-RESIDENCE,Peoplestown
7,17,7,17,16,HEADLAND DR SW @BIG LOTS - HEADLAND,1,Mon,LARCENY-FROM VEHICLE,Greenbriar
7,17,7,16,22,LANDRUM DR SW,1,Mon,LARCENY-FROM VEHICLE,Southwest
7,17,7,17,17,MARTIN L KING JR DR NW,1,Mon,LARCENY-FROM VEHICLE,Florida Heights
7,17,7,17,16,14TH ST NW,1,Mon,AUTO THEFT,Home Park
7,17,7,17,17,REGENCY CREST DR SW,1,Mon,LARCENY-FROM VEHICLE,Midwest Cascade
7,17,7,17,17,PIEDMONT RD NE @HOME DEPOT,1,Mon,LARCENY-NON VEHICLE,Lindbergh/Morosgo
7,17,7,17,14,POWELL ST SE,1,Mon,LARCENY-FROM VEHICLE,Cabbagetown
7,17,7,17,17,METROPOLITAN PKWY SW,1,Mon,LARCENY-FROM VEHICLE,Sylvan Hills
7,17,7,17,7,W PACES FERRY RD NW,1,Mon,LARCENY-FROM VEHICLE,West Paces Ferry/Northside
7,17,7,17,7,SPELLMAN ST NW,2,Mon,BURGLARY-RESIDENCE,Dixie Hills
7,17,7,17,16,BAKER ST NW @GA AQUARIUM,3,Mon,LARCENY-FROM VEHICLE,Downtown
7,17,7,17,19,PARKWAY DR NE @ATLANTA MEDICAL CEN,2,Mon,LARCENY-FROM VEHICLE,Old Fourth Ward
7,17,7,17,19,KENILWORTH DRIVE SW,1,Mon,AGG ASSAULT,Venetian Hills
7,17,7,17,6,FAIRBURN RD SW,1,Mon,BURGLARY-RESIDENCE,Fairburn Mays
7,17,7,17,13,GLENN ST SW,1,Mon,AUTO THEFT,Mechanicsville
7,17,7,17,20,JAMES JACKSON PKWY NW,1,Mon,LARCENY-NON VEHICLE,Riverside
7,17,7,17,17,ARGYLE DR NW,1,Mon,BURGLARY-RESIDENCE,Lincoln Homes
7,17,7,17,20,PEACHTREE RD NE,2,Mon,LARCENY-FROM VEHICLE,Brookwood Hills
7,17,7,17,17,LAFAYETTE DR NE,1,Mon,LARCENY-FROM VEHICLE,Ansley Park
7,17,7,17,20,BRENNAN LN SW,2,Mon,AGG ASSAULT,Westwood Terrace
7,17,7,14,17,ADAMS DR NW,1,Unk,BURGLARY-RESIDENCE,Bolton
7,17,7,17,8,W MARIETTA ST NW,1,Mon,BURGLARY-RESIDENCE,English Avenue
7,17,7,17,20,SIDNEY MARCUS BLVD NE,2,Mon,BURGLARY-RESIDENCE,Lindbergh/Morosgo
7,17,7,17,21,PEACHTREE RD NE,1,Mon,ROBBERY-PEDESTRIAN,
7,17,7,17,4,PEACHTREE ST NE,1,Mon,LARCENY-FROM VEHICLE,Midtown
7,17,7,17,22,TEMPLE ST NW,1,Mon,LARCENY-FROM VEHICLE,Bankhead
7,17,7,17,10,LANDRUM DR SW,1,Mon,BURGLARY-RESIDENCE,Southwest
7,17,7,16,21,MLK JR DR SW,6,Sun,LARCENY-FROM VEHICLE,Adamsville
7,17,7,16,23,PARKWAY DR NE,1,Sun,LARCENY-FROM VEHICLE,Old Fourth Ward
7,17,7,16,22,PRINCETON LAKES PKWY SW,1,Sun,LARCENY-FROM VEHICLE,Princeton Lakes
7,17,7,16,21,BAKER ST NE @GOOSEBUMPS,1,Sun,LARCENY-FROM VEHICLE,Downtown
7,17,7,17,1,JOSEPH E BOONE BLVD NW,1,Mon,AGG ASSAULT,Vine City
7,17,7,17,1,KINGSBORO RD NE,2,Mon,BURGLARY-RESIDENCE,Ridgedale Park
7,17,7,17,0,DREW DR NW,1,Mon,LARCENY-FROM VEHICLE,West Highlands
7,17,7,17,0,WARNER ST SW,5,Mon,LARCENY-FROM VEHICLE,Oakland City
7,17,7,17,2,FAIRBURN RD SW,1,Mon,AGG ASSAULT,Fairburn Mays
7,17,7,17,2,HOWELL MILL RD NW,1,Mon,LARCENY-NON VEHICLE,Wildwood (NPU-C)
7,17,7,16,22,ALMA ST SW,1,Mon,BURGLARY-RESIDENCE,Venetian Hills
7,17,7,17,2,STONEWALL ST SW,1,Mon,BURGLARY-RESIDENCE,Castleberry Hill
7,17,7,17,4,NORTHSIDE DR SW,2,Mon,LARCENY-NON VEHICLE,Castleberry Hill
7,17,7,17,5,ALFRED RD NW,1,Mon,LARCENY-FROM VEHICLE,Carroll Heights
7,17,7,15,15,LUCKIE ST NW,1,Unk,BURGLARY-RESIDENCE,Downtown
7,17,7,16,17,GASLIGHT LN NW,1,Mon,LARCENY-FROM VEHICLE,Dixie Hills
7,17,7,16,3,HABERSHAL DR NW,2,Sun,LARCENY-FROM VEHICLE,West Highlands
7,17,7,17,7,ATLANTIC DR NW @PUBLIX - ATLANTIC,2,Mon,LARCENY-NON VEHICLE,Atlantic Station
7,17,7,16,20,HOLLY DOWNS CT NW,1,Mon,LARCENY-FROM VEHICLE,Home Park
7,17,7,17,8,LAWTON ST SW,1,Mon,ROBBERY-RESIDENCE,West End
7,17,7,14,17,PARROT AVE NW,1,Unk,BURGLARY-NONRES,Chattahoochee
7,17,7,17,0,FORREST PARK ROAD SE,1,Mon,LARCENY-FROM VEHICLE,Norwood Manor
7,17,7,17,9,RALPH D ABERNATHY BLVD SW,1,Mon,LARCENY-NON VEHICLE,West End
7,17,7,14,16,NORTHSIDE DR NW,1,Unk,AUTO THEFT,Springlake
7,17,7,17,10,NORTHSIDE CIR NW,1,Mon,LARCENY-FROM VEHICLE,Loring Heights
7,17,7,16,16,FLAMINGO DR SW,1,Sun,LARCENY-NON VEHICLE,Audobon Forest
7,17,7,12,8,I-NB EXPY SW / UNIVERSITY AVE SW,1,Wed,AGG ASSAULT,Downtown
7,17,7,17,4,ALLENE AVE SW,1,Mon,BURGLARY-RESIDENCE,Adair Park
7,17,7,17,8,PARC CIR SW,1,Mon,BURGLARY-RESIDENCE,Southwest
7,17,7,17,7,CONFEDERATE CT SE,1,Mon,BURGLARY-RESIDENCE,Ormewood Park
7,17,7,17,11,COLLIER RD NW,1,Mon,LARCENY-FROM VEHICLE,
7,17,7,17,11,MARTIN L KING JR DR NW,1,Mon,LARCENY-NON VEHICLE,Vine City
7,17,7,13,17,SELWIN AVE SW,1,Unk,BURGLARY-RESIDENCE,Oakland City
7,17,7,16,15,PINE HEIGHTS DR NE,1,Mon,LARCENY-FROM VEHICLE,Pine Hills
7,17,7,17,4,CONRAD AVE SE,1,Mon,BURGLARY-RESIDENCE,Lakewood Heights
7,17,7,7,2,IRBY AVE NW,1,Fri,LARCENY-NON VEHICLE,South Tuxedo Park
7,17,7,17,11,LATHROP ST SE,1,Mon,LARCENY-NON VEHICLE,Thomasville Heights
7,17,7,17,11,PONCE DE LEON AVE NE,1,Mon,LARCENY-FROM VEHICLE,Midtown
7,17,7,14,18,VELTRE CIR SW,1,Sat,BURGLARY-RESIDENCE,Audobon Forest West
7,17,7,17,12,RALPH D ABERNATHY BLVD SW,1,Mon,LARCENY-NON VEHICLE,West End
7,17,7,17,12,NORTHSIDE DR NW,1,Mon,LARCENY-NON VEHICLE,Loring Heights
7,17,7,17,12,ALTOONA PL SW,1,Mon,AGG ASSAULT,Westview
7,17,7,14,17,STANFIELD AVE NW,1,Unk,LARCENY-NON VEHICLE,West Highlands
7,17,7,17,0,LIBERTY COMMONS DR NW,1,Mon,LARCENY-FROM VEHICLE,Vine City
7,16,7,16,11,CHATTAHOOCHEE AVE NW,1,Sun,AUTO THEFT,Underwood Hills
7,16,7,16,10,ALLENE AVE SW,1,Sun,LARCENY-FROM VEHICLE,Capitol View
7,16,7,15,18,MAC ARTHUR BLVD,1,Sun,LARCENY-FROM VEHICLE,Bolton
7,16,7,16,11,FAIRBURN RD NW,1,Sun,BURGLARY-RESIDENCE,Adamsville
7,16,7,15,21,HARRY BROOKS DR NW,1,Sun,LARCENY-FROM VEHICLE,Bolton
7,16,7,16,12,PONCE DE LEON AVE NE,1,Sun,ROBBERY-COMMERCIAL,Poncey-Highland
7,16,7,16,9,COLLIER RD NW,1,Sun,LARCENY-FROM VEHICLE,Underwood Hills
7,16,7,12,18,I-SB EXPY SW / CAMPBELLTON RD SW,1,Unk,AUTO THEFT,Meadowbrook Forest
7,16,7,16,12,CASCADE RD SW;,1,Sun,LARCENY-NON VEHICLE,Cascade Avenue/Road
7,16,7,16,10,ROCKDALE ST NW,1,Sun,LARCENY-FROM VEHICLE,Rockdale
7,16,7,16,12,VERDANT DR SW,1,Sun,BURGLARY-RESIDENCE,Greenbriar
7,16,7,15,18,METROPOLITAN PKWY SW,1,Sun,BURGLARY-NONRES,Sylvan Hills
7,16,7,16,13,BEATIE AVE SW,1,Sun,AGG ASSAULT,Capitol View
7,16,7,16,11,E LAKE BLVD SE,1,Sun,LARCENY-NON VEHICLE,The Villages at East Lake
7,16,7,15,23,8TH ST NE,1,Sun,LARCENY-FROM VEHICLE,Midtown
7,16,7,16,15,ALASKA AVE,1,Sun,LARCENY-FROM VEHICLE,Old Fourth Ward
7,16,7,15,15,BAKER ST NW @AQUARIUM,1,Sat,LARCENY-FROM VEHICLE,Downtown
7,16,7,16,14,PRINCETON LAKES PKWY SW,1,Sun,LARCENY-FROM VEHICLE,Princeton Lakes
7,16,7,16,5,CAIRO ST NW,1,Sun,LARCENY-NON VEHICLE,Bankhead
7,16,7,15,19,E SHADOWLAWN AVE NE,1,Sun,LARCENY-FROM VEHICLE,Buckhead Village
7,16,7,16,15,PEEPLES ST SW,1,Sun,LARCENY-NON VEHICLE,West End
7,16,7,16,8,W PACES FERRY RD NW,1,Sun,LARCENY-FROM VEHICLE,South Tuxedo Park
7,16,7,16,14,CARMIA DR SW,2,Sun,LARCENY-FROM VEHICLE,Princeton Lakes
7,16,7,16,13,MARIETTA ST NW,1,Sun,LARCENY-FROM VEHICLE,Downtown
7,16,7,16,16,PEACHTREE RD NE @ONE BUCKHEAD LOOP,1,Sun,LARCENY-NON VEHICLE,North Buckhead
7,16,7,16,16,CAPITOL AVE SE,1,Sun,LARCENY-NON VEHICLE,Summerhill
7,16,7,16,16,PEACHTREE ST SW,1,Sun,LARCENY-NON VEHICLE,Downtown
7,16,7,15,23,AMAL DR SW,1,Sun,LARCENY-FROM VEHICLE,Betmar LaVilla
7,16,7,16,17,PEACHTREE RD NE,1,Sun,LARCENY-FROM VEHICLE,Lenox
7,16,7,16,8,MEADOR AVE SE,1,Sun,LARCENY-FROM VEHICLE,Lakewood Heights
7,16,7,16,18,PEACHTREE RD NE @Multiple;,1,Sun,LARCENY-NON VEHICLE,Lenox
7,16,7,15,22,VELTRE CIR SW,1,Sun,BURGLARY-RESIDENCE,Cascade Heights
7,16,7,16,18,MARTIN LUTHER KING JR SW,2,Sun,AGG ASSAULT,Florida Heights
7,16,7,16,19,GERTRUDE PL NW,1,Sun,LARCENY-NON VEHICLE,Grove Park
7,16,7,16,0,MARION WALK SE,1,Sun,LARCENY-FROM VEHICLE,Benteen Park
7,16,7,16,13,BARNES ST NW,1,Sun,LARCENY-FROM VEHICLE,Home Park
7,16,7,14,4,MAIN ST NE,1,Unk,AUTO THEFT,Lindbergh/Morosgo
7,16,7,16,21,DONALD LEE HOLLOWELL PKWY NW,1,Sun,LARCENY-NON VEHICLE,Bankhead
7,16,7,16,1,IRBY AVE NW,1,Sun,LARCENY-NON VEHICLE,South Tuxedo Park
7,16,7,15,22,WEST AVE SW,1,Sat,RAPE,Pittsburgh
7,16,7,16,21,LANDRUM DR SW,1,Sun,LARCENY-NON VEHICLE,Southwest
7,16,7,16,21,CLEVELAND AVE SW,1,Sun,AGG ASSAULT,Hammond Park
7,16,7,16,21,NORTHSIDE DR SW,1,Sun,AUTO THEFT,Pittsburgh
7,16,7,16,9,` SCOTT ST SW,1,Sun,AGG ASSAULT,
7,16,7,16,21,HOWELL MILL RD NW,1,Sun,AUTO THEFT,Underwood Hills
7,16,7,16,9,BAKER ST NW,1,Sun,LARCENY-FROM VEHICLE,Downtown
7,16,7,16,21,JOSEPH E BOONE BLVD NW,1,Sun,LARCENY-NON VEHICLE,West Lake
7,16,7,16,1,PIEDMONT AVE NE,1,Sun,LARCENY-NON VEHICLE,Downtown
7,16,7,16,20,CAMP CREEK PKWY SW,1,Sun,LARCENY-FROM VEHICLE,Princeton Lakes
7,16,7,16,20,FLAT SHOALS AVE SE,1,Sun,LARCENY-FROM VEHICLE,East Atlanta
7,16,7,16,0,PAUL AVE NW,2,Sun,BURGLARY-RESIDENCE,Riverside
7,16,7,15,22,EUCLID AVE NE,1,Sat,LARCENY-FROM VEHICLE,Candler Park
7,16,7,13,16,THURMOND ST NW,1,Unk,BURGLARY-NONRES,Vine City
7,16,7,13,0,NOLAND ST SE,1,Unk,BURGLARY-RESIDENCE,Chosewood Park
7,16,7,15,17,W PEACHTREE ST NW @PUBLIX - W PEACHTREE,1,Sat,LARCENY-FROM VEHICLE,Midtown
7,16,7,16,1,PEEPLES ST SW,2,Sun,LARCENY-FROM VEHICLE,West End
7,16,7,16,1,MEMORIAL DR SE,1,Sun,LARCENY-NON VEHICLE,Grant Park
7,16,7,16,2,MARTIN L KING JR DR NW,2,Sun,BURGLARY-RESIDENCE,
7,16,7,16,2,PIEDMONT RD,1,Sun,LARCENY-FROM VEHICLE,Morningside/Lenox Park
7,16,7,16,1,WEST AVE SW,1,Sun,ROBBERY-RESIDENCE,Pittsburgh
7,16,7,15,14,MOROSGO DR NE,1,Sat,AUTO THEFT,Lindbergh/Morosgo
7,16,7,16,0,W PEACHTREE ST NW,1,Sun,LARCENY-NON VEHICLE,Downtown
7,16,7,16,3,MOZLEY PL SW,1,Sun,AUTO THEFT,Lakewood Heights
7,16,7,16,3,CAMROSE WAY NW,1,Sun,LARCENY-FROM VEHICLE,Fairburn Heights
7,16,7,16,1,12TH ST NE,1,Sun,LARCENY-FROM VEHICLE,Midtown
7,16,7,16,3,DONALD LEE HOLLOWELL PKWY NW,1,Sun,AUTO THEFT,English Avenue
7,16,7,16,3,3RD ST NE,1,Sun,LARCENY-FROM VEHICLE,Midtown
7,16,7,15,23,HEMPHILL SCHOOL RD NW,1,Sun,AGG ASSAULT,Oakcliff
7,16,7,16,2,COURTLAND ST,1,Sun,LARCENY-FROM VEHICLE,Downtown
7,16,7,15,21,MILTON TER SE,1,Sun,BURGLARY-RESIDENCE,Chosewood Park
7,16,7,9,21,TIGER FLOWERS DR NW,1,Unk,BURGLARY-RESIDENCE,Dixie Hills
7,16,7,16,3,SILAS WAY NW,1,Sun,LARCENY-FROM VEHICLE,Whittier Mill Village
7,16,7,15,22,GLENN ST SE,2,Sun,LARCENY-FROM VEHICLE,Summerhill
7,16,3,13,12,HUFF RD NW,1,Unk,BURGLARY-RESIDENCE,Blandtown
7,16,7,16,5,GLEN IRIS DR NE,1,Sun,AUTO THEFT,Old Fourth Ward
7,16,7,16,2,SATURN DR NW,1,Sun,LARCENY-FROM VEHICLE,Carroll Heights
7,16,7,16,8,DONALD LEE HOLLOWELL PKWY NW,1,Sun,ROBBERY-PEDESTRIAN,Bankhead
7,16,7,14,13,W WESLEY RD NW,1,Unk,LARCENY-NON VEHICLE,Brandon
7,16,7,15,23,E SHADOWLAWN AVE NE,1,Sun,LARCENY-FROM VEHICLE,Buckhead Village
7,16,7,16,9,METROPOLITAN PKWY,0,Sun,ROBBERY-PEDESTRIAN,Lakewood Heights
7,16,7,16,0,MARTIN ST SE,1,Sun,AUTO THEFT,Summerhill
7,16,7,14,15,HONEYSUCKLE LN SW,1,Unk,LARCENY-NON VEHICLE,Campbellton Road
7,16,7,15,19,RICHMOND CIR SE,1,Sun,BURGLARY-RESIDENCE,Lakewood Heights
7,16,7,15,15,N TERMINAL PKWY,1,Sat,LARCENY-NON VEHICLE,
7,16,7,15,22,8TH ST NE,1,Sun,AUTO THEFT,Midtown
7,15,7,15,0,RALPH D ABERNATHY BLVD SW;,1,Sat,LARCENY-NON VEHICLE,West End
7,15,7,15,1,DECATUR ST SE,1,Sat,LARCENY-FROM VEHICLE,Sweet Auburn
7,15,7,15,1,N HIGHLAND AVE NE,1,Sat,LARCENY-NON VEHICLE,Inman Park
7,15,7,15,1,TODD ST SE,2,Sat,LARCENY-FROM VEHICLE,Sweet Auburn
7,15,7,15,0,AMSTERDAM AVE NE,1,Sat,AUTO THEFT,Morningside/Lenox Park
7,15,7,14,17,CASCADE RD SW,1,Fri,LARCENY-FROM VEHICLE,Adams Park
7,15,7,14,23,AUBURN AVE NE,1,Fri,LARCENY-FROM VEHICLE,Downtown
7,15,7,15,3,PEACHTREE HILLS AVE NE,1,Sat,BURGLARY-RESIDENCE,Peachtree Hills
7,15,7,15,3,ZIP INDUSTRIAL BLVD SE,1,Sat,AGG ASSAULT,Blair Villa/Poole Creek
7,15,7,15,4,FAIRBURN RD SW,1,Sat,AGG ASSAULT,Fairburn Mays
7,15,7,15,5,ROSWELL RD NE,1,Sat,BURGLARY-NONRES,North Buckhead
7,15,7,14,22,FERNCLIFF PL NE,2,Sat,AUTO THEFT,Pine Hills
7,15,7,15,6,HOWELL PL SW;,1,Sat,AGG ASSAULT,West End
7,15,7,15,5,LEE ST SW,2,Sat,LARCENY-FROM VEHICLE,Oakland City
7,15,7,15,2,PIEDMONT RD NE,2,Sat,AUTO THEFT,Garden Hills
7,15,7,14,23,KIMBERLY WAY SW,2,Fri,BURGLARY-RESIDENCE,Ashley Courts
7,15,7,15,1,POLLARD BLVD SW @HOWARD JOHNSONS S,1,Sat,LARCENY-FROM VEHICLE,Summerhill
7,15,7,14,10,DEKALB AVE SE,1,Fri,LARCENY-FROM VEHICLE,Inman Park
7,15,6,30,11,CEDAR AVE NW,1,Unk,BURGLARY-RESIDENCE,Center Hill
7,15,7,15,5,CENTER ST NW @ETHERIDGE COURT APT,1,Sat,LARCENY-FROM VEHICLE,Carey Park
7,15,7,15,7,PEEPLES ST SW,4,Sat,LARCENY-FROM VEHICLE,Harris Chiles
7,15,7,15,2,PIEDMONT RD NE,1,Sat,AUTO THEFT,Garden Hills
7,15,7,15,7,PEEPLES ST SW,1,Sat,AUTO THEFT,Harris Chiles
7,15,7,14,19,WAYNES CT SE,1,Sat,LARCENY-NON VEHICLE,South River Gardens
7,15,7,14,20,WESTMEATH DR SW,1,Sat,AUTO THEFT,Westview
7,15,7,14,19,E LAKE DR SE,1,Sat,BURGLARY-RESIDENCE,East Lake
7,15,7,15,10,OLYMPIAN WAY SW,1,Sat,LARCENY-NON VEHICLE,Westview
7,15,7,14,10,MILDRED PL NW,1,Fri,LARCENY-FROM VEHICLE,Grove Park
7,15,7,12,7,STATE ST NW,1,Unk,LARCENY-FROM VEHICLE,Home Park
7,15,7,15,10,LAKEWOOD AVE SE,1,Sat,LARCENY-FROM VEHICLE,Lakewood Heights
7,15,7,14,19,MURRAY HILL AVE NE,2,Sat,BURGLARY-RESIDENCE,Kirkwood
7,15,7,15,8,LOCKWOOD DR SW,1,Sat,LARCENY-NON VEHICLE,Venetian Hills
7,15,7,15,2,CASCADE AVE SW,1,Sat,AUTO THEFT,Westview
7,15,7,14,8,I-NB/ ARTHUR LANGFORD EB,1,Fri,LARCENY-NON VEHICLE,Greenbriar
7,15,7,15,10,HOLTZCLAW ST SE,1,Sat,LARCENY-FROM VEHICLE,Reynoldstown
7,15,7,14,23,PIEDMONT RD NE,1,Sat,LARCENY-FROM VEHICLE,Buckhead Village
7,15,7,15,11,PIEDMONT RD NE,1,Sat,LARCENY-NON VEHICLE,Lindbergh/Morosgo
7,15,7,15,10,E LAKE BLVD SE,1,Sat,LARCENY-NON VEHICLE,The Villages at East Lake
7,15,7,15,12,WESTMOOR DR NW,1,Sat,AGG ASSAULT,Washington Park
7,15,7,14,19,METROPOLITAN PKWY SW,1,Sat,BURGLARY-NONRES,Perkerson
7,15,7,14,18,HOWELL MILL RD NW,1,Sat,LARCENY-FROM VEHICLE,Wildwood (NPU-C)
7,15,7,15,12,W ASHLAND AVE NE,1,Sat,LARCENY-FROM VEHICLE,Inman Park
7,15,7,15,12,PIEDMONT RD NE @HOME DEPOT,1,Sat,LARCENY-NON VEHICLE,Lindbergh/Morosgo
7,15,7,15,8,W PEACHTREE ST NW,1,Sat,LARCENY-NON VEHICLE,Midtown
7,15,7,15,12,HIGHLAND AVE NE,1,Sat,LARCENY-FROM VEHICLE,Old Fourth Ward
7,15,7,15,14,PONCE DE LEON AVE NE,1,Sat,AUTO THEFT,Midtown
7,15,7,14,21,MECASLIN ST NW,1,Sat,LARCENY-FROM VEHICLE,Home Park
7,15,7,15,0,E SHADOWLAWN AVE NE,1,Sat,LARCENY-FROM VEHICLE,Buckhead Village
7,15,7,15,15,JAMES JACKSON PKWY NW,1,Sat,LARCENY-NON VEHICLE,Riverside
7,15,7,15,15,PEACHTREE RD,1,Sat,LARCENY-NON VEHICLE,North Buckhead
7,15,7,15,17,MARTIN L KING JR DR NW,1,Sat,BURGLARY-RESIDENCE,Florida Heights
7,15,7,15,17,14TH ST NW,1,Sat,LARCENY-NON VEHICLE,Midtown
7,15,7,15,17,PEACHTREE RD,1,Sat,LARCENY-NON VEHICLE,Lenox
7,15,7,15,16,HAMILTON AVE SE,1,Sat,LARCENY-NON VEHICLE,Boulevard Heights
7,15,7,15,17,STRATFORD DR NW,2,Sat,AGG ASSAULT,
7,15,7,15,12,MARIETTA ST NW,1,Sat,LARCENY-FROM VEHICLE,Downtown
7,15,7,15,18,OAK ST SW @WESTEND MALL,1,Sat,LARCENY-FROM VEHICLE,West End
7,15,7,14,19,CONTINENTAL COLONY PKWY SW;,1,Sat,BURGLARY-RESIDENCE,Greenbriar
7,15,7,15,22,PARKWAY DR NE,1,Sat,LARCENY-FROM VEHICLE,Old Fourth Ward
7,15,7,15,18,LANGSTON DR SW,1,Sat,AGG ASSAULT,Perkerson
7,15,7,15,16,TED TURNER DR NW,1,Sat,LARCENY-NON VEHICLE,Downtown
7,15,7,15,19,PARK AVE SE @GRANT PARK,1,Sat,AGG ASSAULT,Grant Park
7,15,7,15,19,BENJAMIN CT SW,1,Sat,BURGLARY-RESIDENCE,Fairburn Mays
7,15,7,9,11,SIMS ST SW,1,Unk,AUTO THEFT,Pittsburgh
7,15,7,15,14,TUNRNER DR NW,1,Sat,LARCENY-FROM VEHICLE,Downtown
7,15,7,15,18,OLLIE ST NW @WASHINGTON PARK,1,Sat,AUTO THEFT,Washington Park
7,15,7,15,19,PEACHTREE RD NE,1,Sat,LARCENY-FROM VEHICLE,Lenox
7,15,7,15,16,ATLANTIC DR NW @PUBLIX - ATLANTIC,1,Unk,LARCENY-FROM VEHICLE,Atlantic Station
7,15,7,15,16,BAKER ST NW,1,Sat,LARCENY-FROM VEHICLE,Downtown
7,15,7,15,19,LOOMIS AVE SE,1,Sat,LARCENY-FROM VEHICLE,Grant Park
7,15,7,15,21,MCMILLAN ST NW,1,Sat,LARCENY-FROM VEHICLE,Home Park
7,15,7,15,16,HEADLAND DR SW,1,Sat,AUTO THEFT,Greenbriar
7,15,7,15,22,JOSEPH E LOWERY BLVD NW,1,Sat,AGG ASSAULT,Washington Park
7,15,7,15,19,LAKE AVE NE,1,Sat,LARCENY-FROM VEHICLE,Inman Park
7,15,7,15,22,CAMPBELLTON RD SW,2,Sat,AGG ASSAULT,Venetian Hills
7,15,7,15,22,NORTHSIDE DR NW,1,Sat,LARCENY-FROM VEHICLE,Marietta Street Artery
7,15,7,15,23,RHINEHILL RD SE,2,Sat,AGG ASSAULT,Lakewood
7,15,7,15,15,CENTER HILL AVE NW,1,Sat,BURGLARY-RESIDENCE,Center Hill
7,15,7,15,21,PRINCETON LAKES PKWY SW;,1,Sat,LARCENY-FROM VEHICLE,Princeton Lakes
7,14,7,13,9,CHESHIRE BRIDGE DR,1,Thu,LARCENY-FROM VEHICLE,Lindridge/Martin Manor
7,14,7,14,0,PONCE DE LEON AVE NE @FORD FACTORY SQUARE,2,Fri,LARCENY-FROM VEHICLE,Poncey-Highland
7,14,7,13,22,PRINCETON LAKES PKWY SW,1,Thu,LARCENY-FROM VEHICLE,Princeton Lakes
7,14,7,14,12,MARIETTA BLVD NW,1,Fri,LARCENY-FROM VEHICLE,
7,14,7,14,0,JOSEPH E. LOWERY PARKWAY,1,Fri,AGG ASSAULT,Ashview Heights
7,14,7,14,1,BAKER-HIGHLAND CONN NE,1,Fri,RAPE,Old Fourth Ward
7,14,7,14,2,PIEDMONT AVE NE,1,Fri,AGG ASSAULT,Midtown
7,14,7,14,6,HOWELL MILL RD NW,1,Fri,AUTO THEFT,Underwood Hills
7,14,7,14,6,PONCE DE LEON AVE NE @PUBLIX - PONCE,1,Fri,LARCENY-NON VEHICLE,Poncey-Highland
7,14,7,13,21,MCLENDON AVE NE,1,Fri,LARCENY-FROM VEHICLE,Candler Park
7,14,7,13,20,BAKER TER NW,1,Fri,AUTO THEFT,Center Hill
